StackOverflow2010,dbo,Comments,Id,4,int identity,10,4,0,10,0,NULL,NULL,4,NULL,NULL,1,NO,56
StackOverflow2010,dbo,Comments,CreationDate,11,datetime,23,16,3,NULL,0,NULL,NULL,9,3,NULL,2,NO,61
StackOverflow2010,dbo,Comments,PostId,4,int,10,4,0,10,0,NULL,NULL,4,NULL,NULL,3,NO,56
StackOverflow2010,dbo,Comments,Score,4,int,10,4,0,10,1,NULL,NULL,4,NULL,NULL,4,YES,38
StackOverflow2010,dbo,Comments,Text,-9,nvarchar,700,1400,NULL,NULL,0,NULL,NULL,-9,NULL,1400,5,NO,39
StackOverflow2010,dbo,Comments,UserId,4,int,10,4,0,10,1,NULL,NULL,4,NULL,NULL,6,YES,38
